engine,agents,sessions,motions,actions,narrative,holdsAt,memory
cec,7,1,20,222,288682034317,680651,185815192
cec,7,1,20,222,272297410747,748077,447439088
cec,7,1,20,222,264908563819,740396,279957064
cec,7,1,20,222,287758695749,1131695,191618232
cec,7,1,20,222,292738742071,768679,616621512
cec,7,1,20,222,266872564895,899244,340996600
cec,7,1,20,222,271780814606,600152,92532944
cec,7,1,20,222,254217568201,633054,339322168
cec,7,1,20,222,264154013122,662189,402395440
cec,7,1,20,222,255104876067,607634,306229456
cec,7,1,20,222,820948217191,5255692,257250184
cec,7,1,20,222,278507660565,641513,179244824
cec,7,1,20,222,277776645913,846072,320210296
cec,7,1,20,222,275544936883,766757,316860608
cec,7,1,20,222,281441772814,631564,251736144
cec,7,1,20,222,274835910348,602043,177804896
cec,7,1,20,222,256263518900,606626,613111960
cec,7,1,20,222,276022577375,656743,427545008
cec,7,1,20,222,268477781927,690079,138675448
cec,7,1,20,222,281989959128,698858,156413936
cec,7,1,20,222,255148536595,588462,337894232
cec,7,1,20,222,298786061797,758410,81717736
cec,7,1,20,222,276015441791,680917,275127872
cec,7,1,20,222,294027579864,714587,316929880
cec,7,1,20,222,262541951643,667743,211921616
cec,7,1,20,222,269571287474,699145,502370176
cec,7,1,20,222,264852471283,781976,382538544
cec,7,1,20,222,260822150323,758468,111940960
cec,7,1,20,222,268508901431,613487,272520680
cec,7,1,20,222,288847133443,597306,204451464
cec,7,1,20,222,280072969164,735393,300644440
cec,7,1,20,222,276141555654,664061,354656816
cec,7,1,20,222,314646325114,672921,464880984
cec,7,1,20,222,269391084709,690896,79159184
cec,7,1,20,222,269617315816,792801,501590944
cec,7,1,20,222,293630521299,1244197,80143544
cec,7,1,20,222,258155392295,597048,522719112
cec,7,1,20,222,272763110937,634198,340077992
cec,7,1,20,222,277905693138,731747,482373384
cec,7,1,20,222,294006955115,694266,409800392
cec,7,1,20,222,277907875630,622153,274491208
cec,7,1,2,24,1595989339,204339,17968696
cec,7,1,21,233,297394372866,659407,494699480
cec,7,1,2,24,1655610914,202129,229665808
cec,7,1,21,233,382102036953,820076,192715296
